Movie_number,Description
80979,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
67411,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene."
93512,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality."
32551,"An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
50738,"The spoiled daughter of a rich American family hires as butler an Austrian vagrant she finds on a pier, without knowing that he illegally jumped ship."
33045,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
87781,A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.
73692,"On Election Day, 1968, a hairdresser and ladies' man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend."
105265,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing."
93010,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.
89360,A wealthy woman is murdered in her beach house. The husband is allegedly knocked out first. He inherits all. He has a female ex criminal prosecutor represent him in court.
100680,A struggling widow falls in love with an illiterate short-order cook whom she teaches to read and write in her kitchen each night.
95631,"A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail."
99077,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
99291,The passionate romance between an Irish-American man and a Japanese-American woman is threatened when the Pearl Harbor attacks happen and the woman is forced into a prison camp because of her ethnicity.
101393,"Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose."
101889,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake."
88007,"A farming family battles severe storms, a bank is threatening to repossess their farm, and there are other hard times in a battle to save and hold on to their farm."
87921,"In central Texas in the 1930s, a widow with two small children tries to save her small 40-acre farm with the help of a blind boarder and an itinerant black handyman."
90556,A mother and daughter spend a night together after the daughter reveals that she will kill herself by the end of it.
146675,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him."
120363,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
155711,"An ultraconservative security guard suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons, with the drag queen next door."
134154,"During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy."
104114,"A conman discovers during a ""job"" that US Congress is where the money is. ""Name recognition"" gets him elected. Will he develop a conscience?"
172396,A desperate man tries to find out why his beloved left him years ago.
144715,"Ruth's been brainwashed by a guru in Delhi, India. Her parents in Sydney hire a specialist in reversing this. Ruth is tricked to return to Australia and is isolated in an outback cabin with the specialist. It gets messy."
158371,"In the 1930s, jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute woman."
99165,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracting the interest of a down and out reporter."
10040,"An orphan discovers that she has an anonymous benefactor who is willing to pay her college tuition, unaware he's the same man who has been romantically pursuing her."
